epoch,accuracy,loss,val_accuracy,val_loss
0,0.2832984924316406,1.749109148979187,0.36803874373435974,1.6518713235855103
1,0.3270200490951538,1.6098887920379639,0.20615704357624054,1.868651032447815
2,0.3703726530075073,1.5384904146194458,0.2504323720932007,1.7344304323196411
3,0.3730168342590332,1.4971158504486084,0.41093048453330994,1.3876444101333618
4,0.3776288330554962,1.4977314472198486,0.371151864528656,1.5302014350891113
5,0.3768294155597687,1.4856642484664917,0.38395020365715027,1.5229852199554443
6,0.397737056016922,1.4580522775650024,0.3780698776245117,1.4864885807037354
7,0.40763744711875916,1.4565120935440063,0.39467310905456543,1.480033278465271
8,0.424732506275177,1.4013776779174805,0.30127984285354614,1.5928155183792114
9,0.420243501663208,1.4160652160644531,0.3237634003162384,1.5881216526031494
10,0.42227277159690857,1.4123326539993286,0.4379107654094696,1.4829319715499878
11,0.43512484431266785,1.3984507322311401,0.3600830137729645,1.5739365816116333
12,0.4309433102607727,1.3694300651550293,0.35074368119239807,1.6324304342269897
13,0.42786866426467896,1.3804110288619995,0.4527845084667206,1.387309193611145
14,0.4234411418437958,1.4049216508865356,0.4195779860019684,1.3629971742630005
15,0.4314352571964264,1.3950204849243164,0.5198892951011658,1.2307415008544922
16,0.43340301513671875,1.3622584342956543,0.46281564235687256,1.392049789428711
17,0.44354936480522156,1.3622900247573853,0.4171566963195801,1.4865498542785645
18,0.44176608324050903,1.3580085039138794,0.447250097990036,1.3463855981826782
19,0.4319272041320801,1.3589304685592651,0.4088550806045532,1.5959349870681763
20,0.4487762749195099,1.3609592914581299,0.3874092102050781,1.5630807876586914
21,0.440536230802536,1.3302922248840332,0.4527845084667206,1.324062466621399
22,0.45320379734039307,1.3228176832199097,0.47768938541412354,1.294276475906372
