epoch,accuracy,loss,val_accuracy,val_loss
0,0.4605829417705536,1.3360897302627563,0.5655482411384583,1.121780276298523
1,0.5397245287895203,1.082496166229248,0.5617433190345764,1.1173083782196045
2,0.5499323606491089,1.0139625072479248,0.5686613917350769,1.1018000841140747
3,0.569671630859375,0.9422341585159302,0.567969560623169,1.1156964302062988
4,0.5953757166862488,0.897930920124054,0.49221721291542053,1.2952923774719238
5,0.5945762991905212,0.8603101968765259,0.5835351347923279,1.0623900890350342
6,0.6121018528938293,0.82792067527771,0.623659610748291,0.992841362953186
7,0.6149920225143433,0.8136348724365234,0.6170874834060669,1.0094542503356934
8,0.6168367862701416,0.8010924458503723,0.6039432883262634,1.0182188749313354
9,0.6306727528572083,0.7621016502380371,0.6323071718215942,0.9742175936698914
0,0.4668552577495575,3.8495450019836426,0.4500173032283783,1.82667076587677
1,0.4601525068283081,1.7581186294555664,0.44621238112449646,1.7196329832077026
2,0.4793383479118347,1.4007272720336914,0.4763057827949524,1.551664113998413
3,0.5014758110046387,1.2305891513824463,0.4897959232330322,1.4536643028259277
4,0.5306235551834106,1.0789580345153809,0.5174679756164551,1.3489527702331543
5,0.5534989833831787,0.9795145988464355,0.5441023707389832,1.2511088848114014
6,0.5729307532310486,0.9161319136619568,0.567277729511261,1.175362467765808
7,0.5939613580703735,0.8394600749015808,0.5890695452690125,1.108708143234253
8,0.6065674424171448,0.8247425556182861,0.604981005191803,1.0554084777832031
9,0.6216947436332703,0.788657546043396,0.6105154156684875,1.0359241962432861
10,0.6304267644882202,0.7509961128234863,0.6281563639640808,0.9917300343513489
11,0.6412495374679565,0.7169606685638428,0.6395710706710815,0.9662672877311707
12,0.6493051052093506,0.6938688158988953,0.6492562890052795,0.939592182636261
13,0.6636329889297485,0.6729376316070557,0.6544448137283325,0.923470675945282
14,0.6716886162757874,0.6431723237037659,0.6624005436897278,0.9092915058135986
15,0.6794981956481934,0.6124225854873657,0.6655136346817017,0.9011068940162659
16,0.6872463226318359,0.6030919551849365,0.6651677489280701,0.8854957818984985
17,0.693088173866272,0.5775436758995056,0.6720857620239258,0.8705739974975586
18,0.6941335797309875,0.572466254234314,0.6745070815086365,0.8758220076560974
19,0.7024965882301331,0.5510654449462891,0.6758906841278076,0.8713281750679016
20,0.706555187702179,0.543244481086731,0.680041491985321,0.8597932457923889
21,0.7139958143234253,0.5263956785202026,0.6831546425819397,0.8557257056236267
22,0.7147952318191528,0.5083063244819641,0.6841922998428345,0.8531306385993958
23,0.7254950404167175,0.49758997559547424,0.6918021440505981,0.8315450549125671
24,0.7283852100372314,0.49374380707740784,0.6900726556777954,0.8305850028991699
25,0.7331201434135437,0.4820857048034668,0.6921480298042297,0.8251438736915588
26,0.7385930418968201,0.46150264143943787,0.6911103129386902,0.8233990669250488
27,0.740376353263855,0.4622376561164856,0.694915235042572,0.8247342109680176
28,0.7475095391273499,0.45079854130744934,0.6935316324234009,0.8195705413818359
29,0.7486163973808289,0.4403873682022095,0.700103759765625,0.8042322397232056
30,0.7527979612350464,0.42854252457618713,0.7046005129814148,0.7946957945823669
31,0.7503997087478638,0.43180033564567566,0.7032168507575989,0.8007040023803711
32,0.7636821866035461,0.4127531349658966,0.7070217728614807,0.796893835067749
33,0.7650350332260132,0.4108123481273651,0.705292284488678,0.8051706552505493
34,0.7664493918418884,0.3967808783054352,0.7077136039733887,0.7976027727127075
35,0.7745049595832825,0.3873065710067749,0.7129021286964417,0.7898577451705933
36,0.7723526954650879,0.3900051712989807,0.7094430923461914,0.7898553609848022
37,0.7797318696975708,0.37029266357421875,0.7139397859573364,0.7905743718147278
38,0.7828680276870728,0.3669458329677582,0.7156693339347839,0.7915493249893188
39,0.7869880795478821,0.36422428488731384,0.7191283106803894,0.7798392176628113
40,0.7883409261703491,0.35415154695510864,0.7239709496498108,0.7859727144241333
41,0.7888943552970886,0.35907164216041565,0.7263922691345215,0.7856690287590027
42,0.7929528951644897,0.3432871699333191,0.7250086665153503,0.7752200365066528
43,0.7961505055427551,0.3343398869037628,0.7270840406417847,0.7779114842414856
44,0.7980568408966064,0.333253413438797,0.7257004380226135,0.7826810479164124
45,0.805804967880249,0.3165217936038971,0.7277758717536926,0.7860661745071411
46,0.8035911917686462,0.3222815692424774,0.7253545522689819,0.7938142418861389
47,0.8077112436294556,0.31857192516326904,0.7326184511184692,0.7689193487167358
48,0.8134915828704834,0.30820751190185547,0.7360774874687195,0.768012523651123
49,0.8143524527549744,0.30381202697753906,0.7364233732223511,0.7660169005393982
50,0.816996693611145,0.2934001684188843,0.7409201264381409,0.7640697956085205
51,0.8204402923583984,0.29310640692710876,0.737115204334259,0.775413453578949
52,0.8177345991134644,0.292024701833725,0.7364233732223511,0.7745596766471863
53,0.8232074975967407,0.29799962043762207,0.7378069758415222,0.7775676250457764
