epoch,accuracy,loss,val_accuracy,val_loss
0,0.7928769588470459,0.345775842666626,0.7053112387657166,0.8103339076042175
1,0.7964262366294861,0.3366926610469818,0.7211117744445801,0.7524630427360535
2,0.8021377325057983,0.32964327931404114,0.7030268311500549,0.8224239349365234
3,0.8085019588470459,0.3176177144050598,0.7245383858680725,0.7546387910842896
4,0.8091546893119812,0.31945598125457764,0.7184466123580933,0.7922732830047607
5,0.8124592304229736,0.30581802129745483,0.7214924693107605,0.7823887467384338
6,0.8156005144119263,0.3000290095806122,0.7157814502716064,0.8143810629844666
7,0.8171507716178894,0.29553982615470886,0.7237768769264221,0.7832104563713074
8,0.8259220123291016,0.28400567173957825,0.7096896767616272,0.8311593532562256
9,0.8289409279823303,0.27714264392852783,0.732153058052063,0.7521524429321289
10,0.8323270082473755,0.26962777972221375,0.7481439113616943,0.7247236967086792
11,0.834244430065155,0.2655438184738159,0.7291072010993958,0.7924275994300842
12,0.8399151563644409,0.26120346784591675,0.7374833226203918,0.7487956285476685
13,0.8443619608879089,0.2514707148075104,0.7433847188949585,0.7583247423171997
14,0.8457897901535034,0.24915875494480133,0.7291072010993958,0.8119344115257263
15,0.8485231995582581,0.2506904900074005,0.7312012314796448,0.7700129747390747
16,0.856600821018219,0.2365807741880417,0.7424328923225403,0.7754716277122498
17,0.855091392993927,0.22958976030349731,0.7359604239463806,0.8139985799789429
