epoch,accuracy,loss,val_accuracy,val_loss
0,0.8769582509994507,0.1908653825521469,0.8092518448829651,0.5586432218551636
1,0.8819761872291565,0.183467298746109,0.8054444789886475,0.5706508159637451
2,0.8807522654533386,0.18423213064670563,0.795735776424408,0.6027263402938843
3,0.886341392993927,0.17472010850906372,0.8031600713729858,0.5806403756141663
4,0.8867493271827698,0.17383669316768646,0.8100133538246155,0.5693949460983276
5,0.8884220123291016,0.1703951358795166,0.8081096410751343,0.5671284794807434
6,0.8928279876708984,0.17109596729278564,0.8195316791534424,0.5429263114929199
7,0.8935215473175049,0.16484591364860535,0.8164858222007751,0.553839385509491
8,0.8960509300231934,0.16278506815433502,0.8189606070518494,0.5509096384048462
9,0.8988250494003296,0.157847061753273,0.8159146904945374,0.5563838481903076
10,0.8971524238586426,0.15692965686321259,0.8155339956283569,0.5673856735229492
11,0.9015176296234131,0.15127964317798615,0.8242908716201782,0.5367828607559204
12,0.9042917490005493,0.14488248527050018,0.8244812488555908,0.5446632504463196
13,0.9055972695350647,0.1455550491809845,0.8220064640045166,0.5438444018363953
14,0.903965413570404,0.1468649059534073,0.8258138298988342,0.5416639447212219
15,0.9082897901535034,0.1418313831090927,0.8250523805618286,0.5483484268188477
16,0.9082082509994507,0.13924455642700195,0.8193413019180298,0.557999849319458
17,0.9116759300231934,0.13124895095825195,0.8180087804794312,0.5604112148284912
18,0.9097176790237427,0.13697461783885956,0.824862003326416,0.5391867756843567
19,0.9154699444770813,0.1280415654182434,0.82333904504776,0.5506823658943176
