epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.4582282602787018,0.7655707597732544,1.4607070684432983,0.27994123101234436,0.7027133107185364,1.4172141551971436
1,0.5230138897895813,0.8199887871742249,1.279393196105957,0.42395296692848206,0.744392991065979,1.3538413047790527
2,0.5517023801803589,0.8431591987609863,1.214249610900879,0.46142542362213135,0.8027881383895874,1.193331003189087
3,0.560687243938446,0.8489843010902405,1.1879593133926392,0.5121234655380249,0.8023349642753601,1.211977481842041
4,0.5734552145004272,0.8571397066116333,1.153740406036377,0.526083767414093,0.8307193517684937,1.1311551332473755
5,0.5822824835777283,0.8612726330757141,1.1427862644195557,0.5936810970306396,0.8688335418701172,1.0230262279510498
6,0.5882723927497864,0.8666508793830872,1.1047720909118652,0.5165319442749023,0.838535487651825,1.0934221744537354
7,0.5781841278076172,0.8597555756568909,1.1147677898406982,0.5481263995170593,0.836452841758728,1.1122773885726929
8,0.5890605449676514,0.8655881881713867,1.1095548868179321,0.5775165557861328,0.8643274903297424,1.025625228881836
9,0.5876418948173523,0.8683729767799377,1.0912948846817017,0.4033798575401306,0.77337247133255,1.264066457748413
