fold,arch,accuracy,macro_f1,macro_auc,macro_sensitivity,macro_specificity,n_test
1,custom,0.47734326505276226,0.337118515101639,0.7653208626387199,0.42201927173955345,0.8905743294845675,4833
1,eff,0.7200496585971446,0.6015354681789766,0.9138822472668632,0.638834438654306,0.9340386288417745,4833
1,mob,0.6720463480240016,0.5420040140935259,0.892186533566814,0.6047638849258904,0.9264688396941106,4833
1,res,0.7428098489551004,0.6363698455210828,0.9039065117545615,0.6269115189767424,0.9334735320578601,4833
