epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6003476977348328,0.6260058283805847,0.627509593963623,0.7237820029258728,0.8020812273025513,0.5582031011581421
1,0.6783851385116577,0.7418996691703796,0.5837156772613525,0.6990090608596802,0.764087975025177,0.5819017887115479
2,0.6927757263183594,0.7603060603141785,0.5641201138496399,0.6903385519981384,0.7542380690574646,0.5917286276817322
3,0.7038825750350952,0.772527813911438,0.5492687225341797,0.7208918333053589,0.7921931147575378,0.5522067546844482
4,0.7206876277923584,0.7924392223358154,0.5362680554389954,0.7175887823104858,0.790115237236023,0.5541818141937256
5,0.7308286428451538,0.805976390838623,0.5327633619308472,0.7332782745361328,0.8083509206771851,0.5334290266036987
6,0.7230055928230286,0.7990729808807373,0.5225788950920105,0.7390586137771606,0.8127110600471497,0.5280759930610657
7,0.7302491664886475,0.8055951595306396,0.5184522867202759,0.7543352842330933,0.8329373002052307,0.5026077032089233
8,0.73691326379776,0.8165087699890137,0.5023362636566162,0.7588769793510437,0.8354661464691162,0.49869048595428467
9,0.7436739206314087,0.8241182565689087,0.49635496735572815,0.7679603695869446,0.8451628684997559,0.48544570803642273
10,0.7517867684364319,0.8325790762901306,0.49227145314216614,0.7753922343254089,0.8585809469223022,0.4663158655166626
11,0.7606722116470337,0.8434088230133057,0.4771610498428345,0.7873657941818237,0.8690598011016846,0.45094648003578186
12,0.7602858543395996,0.8428356647491455,0.47729623317718506,0.7803468108177185,0.8627421855926514,0.46021363139152527
13,0.7596098184585571,0.8398205637931824,0.47432756423950195,0.7886044383049011,0.8738358020782471,0.4431494474411011
14,0.7653080821037292,0.8494784832000732,0.468549519777298,0.7931461334228516,0.8753908276557922,0.4409557282924652
15,0.7663704752922058,0.8505157232284546,0.4633791744709015,0.7952105402946472,0.8805992603302002,0.4328077435493469
16,0.7744832634925842,0.8608099222183228,0.45260223746299744,0.7869529128074646,0.8743570446968079,0.44122934341430664
17,0.7706200480461121,0.8580127954483032,0.44883599877357483,0.7935590147972107,0.8805116415023804,0.43166878819465637
18,0.7786362767219543,0.8683769106864929,0.4328787326812744,0.7894302010536194,0.8759897947311401,0.43785879015922546
19,0.774193525314331,0.8636659383773804,0.436352014541626,0.794384777545929,0.8824089765548706,0.427115261554718
20,0.7851071953773499,0.877444863319397,0.42511701583862305,0.808009922504425,0.8949727416038513,0.4059649705886841
21,0.78143709897995,0.8719926476478577,0.4251044690608978,0.7923203706741333,0.8847615718841553,0.4228312373161316
22,0.7861695885658264,0.8769668936729431,0.4194512665271759,0.7976878881454468,0.8879168033599854,0.417410284280777
23,0.7914815545082092,0.8830925226211548,0.41011250019073486,0.7844756245613098,0.870555579662323,0.44643548130989075
24,0.7897430658340454,0.8807242512702942,0.40858346223831177,0.804706871509552,0.8950356245040894,0.405158132314682
25,0.7999807000160217,0.8901253938674927,0.39846906065940857,0.8030553460121155,0.8934304714202881,0.4083517789840698
26,0.798628568649292,0.8893539309501648,0.4009994566440582,0.7679603695869446,0.8604077696800232,0.4625568091869354
27,0.7980490922927856,0.8870314955711365,0.3949342370033264,0.7758051156997681,0.8701296448707581,0.44844675064086914
28,0.8019123077392578,0.8948322534561157,0.38918861746788025,0.7609413862228394,0.8574882745742798,0.46647727489471436
29,0.8087695837020874,0.9000977873802185,0.37234458327293396,0.781998336315155,0.8774588704109192,0.43846824765205383
30,0.8120533227920532,0.9016004800796509,0.3716646134853363,0.7778695225715637,0.8701490163803101,0.4500420391559601
31,0.8112806677818298,0.9034974575042725,0.3661682903766632,0.7964492440223694,0.89105224609375,0.41538065671920776
