epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6123237609863281,0.6569451689720154,0.6608509421348572,0.907101571559906,0.9422786831855774,0.3081742823123932
1,0.6271006464958191,0.685265064239502,0.6382081508636475,0.9058629274368286,0.9403026700019836,0.2913418412208557
2,0.6253621578216553,0.6868617534637451,0.6325149536132812,0.092898428440094,0.12253812700510025,2.57011079788208
3,0.6271006464958191,0.6870830655097961,0.6282103657722473,0.9050371646881104,0.9468119144439697,0.2850055396556854
4,0.654915988445282,0.7177773118019104,0.6207362413406372,0.907101571559906,0.9074377417564392,0.6738799214363098
5,0.6583929061889648,0.7177206873893738,0.6115843057632446,0.9066886901855469,0.9175750613212585,0.3547164499759674
6,0.6604210734367371,0.7252155542373657,0.6146253943443298,0.7052023410797119,0.8098335266113281,0.5381408929824829
7,0.6430364847183228,0.7209615111351013,0.6049464344978333,0.3608587980270386,0.3040904998779297,1.1532782316207886
8,0.6553022861480713,0.7216475605964661,0.6108263731002808,0.907101571559906,0.9081791043281555,0.6415936946868896
9,0.651149332523346,0.7281429171562195,0.6077718734741211,0.907101571559906,0.9393292665481567,0.4098290503025055
10,0.6513424515724182,0.7217857837677002,0.6011602878570557,0.9050371646881104,0.9494784474372864,0.27715829014778137
11,0.6443886160850525,0.722286581993103,0.6028991937637329,0.8893476724624634,0.9491583108901978,0.3067508339881897
12,0.6525014638900757,0.7355632185935974,0.5954638123512268,0.7704376578330994,0.8733165860176086,0.457035630941391
13,0.649121105670929,0.7337760329246521,0.5878598093986511,0.8472337126731873,0.9269921779632568,0.3449862599372864
14,0.6601313352584839,0.7435975074768066,0.5894278287887573,0.8554913401603699,0.9367329478263855,0.3471061885356903
15,0.6618698239326477,0.7429454326629639,0.5866043567657471,0.9050371646881104,0.9525637626647949,0.27832910418510437
16,0.6711415648460388,0.7515981793403625,0.5861606597900391,0.5132122039794922,0.5175178647041321,0.8542772531509399
17,0.6867877244949341,0.762622594833374,0.5797097086906433,0.9021469950675964,0.9522554874420166,0.27386370301246643
18,0.6798338890075684,0.7539255023002625,0.580400288105011,0.8005780577659607,0.9032918214797974,0.38982465863227844
19,0.682634711265564,0.7655873894691467,0.5677524209022522,0.9075144529342651,0.938748300075531,0.47208118438720703
20,0.6731697916984558,0.7530442476272583,0.577077329158783,0.9042114019393921,0.9428348541259766,0.29426872730255127
21,0.6717211008071899,0.7543196082115173,0.5714348554611206,0.9046242833137512,0.9562448263168335,0.2662792205810547
22,0.6764535307884216,0.7616074085235596,0.5705926418304443,0.907101571559906,0.9400359988212585,0.30708202719688416
23,0.6953834295272827,0.7711540460586548,0.5671655535697937,0.865400493144989,0.9449126720428467,0.30213144421577454
24,0.6934518218040466,0.7688540816307068,0.5664424896240234,0.8084228038787842,0.9101547598838806,0.3850574791431427
25,0.6962526440620422,0.7773303389549255,0.5576642751693726,0.8674649000167847,0.9428986310958862,0.32968103885650635
26,0.6939347386360168,0.7695971131324768,0.5674152970314026,0.9058629274368286,0.9562789797782898,0.2623409330844879
27,0.7077457904815674,0.7876051068305969,0.5545451641082764,0.6387283205986023,0.705528974533081,0.645867109298706
28,0.6975082159042358,0.775127649307251,0.557709276676178,0.8146160244941711,0.905226469039917,0.3986305892467499
29,0.7080355286598206,0.7862154245376587,0.5551937222480774,0.7832369804382324,0.8829842805862427,0.429715633392334
30,0.6971218585968018,0.7803061008453369,0.5534084439277649,0.8794384598731995,0.9507380723953247,0.30977609753608704
31,0.7061039209365845,0.7819908261299133,0.5562531352043152,0.9013212323188782,0.9580322504043579,0.2759450674057007
32,0.7072628736495972,0.7854599356651306,0.5520446300506592,0.7411230206489563,0.8408568501472473,0.48349446058273315
33,0.7049449682235718,0.7831650376319885,0.555176854133606,0.7906688451766968,0.8940929770469666,0.4128054082393646
34,0.7144098877906799,0.7926734685897827,0.5428878664970398,0.7993394136428833,0.9082552194595337,0.38925060629844666
35,0.6981842517852783,0.790126621723175,0.5411261320114136,0.8241122961044312,0.918918251991272,0.3632478713989258
36,0.705138087272644,0.7917045950889587,0.5422556400299072,0.8327828049659729,0.929385244846344,0.3383188843727112
37,0.7064902186393738,0.7893775105476379,0.54837965965271,0.8385631442070007,0.9306790828704834,0.33966049551963806
38,0.7121885418891907,0.7966436147689819,0.5352385640144348,0.8947151303291321,0.9536771774291992,0.2814558148384094
