epoch,accuracy,loss,val_accuracy,val_loss
0,0.4728390574455261,1.3498097658157349,0.5776274800300598,1.1121760606765747
1,0.5458452701568604,1.099590539932251,0.6210200190544128,1.009157657623291
2,0.5622612237930298,1.0185118913650513,0.5635390281677246,1.1003353595733643
3,0.5856017470359802,0.9407832026481628,0.5663567185401917,1.1327766180038452
4,0.600047767162323,0.9185221195220947,0.6182023286819458,1.0225685834884644
5,0.6006447076797485,0.8704896569252014,0.579599916934967,1.0490552186965942
6,0.6190305352210999,0.8459302186965942,0.5446604490280151,1.1200822591781616
7,0.6207616925239563,0.8190896511077881,0.586362361907959,1.0575206279754639
8,0.6241045594215393,0.7953097820281982,0.5784727931022644,1.0246275663375854
9,0.6359837651252747,0.7718302607536316,0.6162299513816833,1.0157161951065063
0,0.5539637207984924,1.9437397718429565,0.49450549483299255,1.5615794658660889
1,0.5286533236503601,1.3902770280838013,0.4947872757911682,1.5559331178665161
2,0.5367717146873474,1.0997151136398315,0.5142293572425842,1.4532345533370972
3,0.5539039969444275,1.0320329666137695,0.5443786978721619,1.3199360370635986
4,0.5638132691383362,0.9394350051879883,0.5573400855064392,1.2466500997543335
5,0.5801098346710205,0.9103362560272217,0.5745280385017395,1.1877987384796143
6,0.5893624424934387,0.8607705235481262,0.5753733515739441,1.1669130325317383
7,0.597779393196106,0.81291264295578,0.5911524295806885,1.0942273139953613
8,0.6153892278671265,0.8213638067245483,0.5911524295806885,1.103081226348877
9,0.6196871995925903,0.7737090587615967,0.6043956279754639,1.0449875593185425
10,0.6271489858627319,0.7635678648948669,0.608622133731842,1.03426992893219
11,0.6368792057037354,0.7454279065132141,0.6131304502487183,1.0212405920028687
12,0.6406399011611938,0.7185946106910706,0.6142575144767761,1.0222777128219604
13,0.643266499042511,0.7190938591957092,0.6162299513816833,1.0120925903320312
14,0.6530563235282898,0.6948979496955872,0.6201747059822083,1.0088800191879272
15,0.6599808931350708,0.6571983695030212,0.6246830224990845,0.9960018396377563
16,0.6722779273986816,0.6431075930595398,0.6283460259437561,0.9935108423233032
17,0.6657115817070007,0.6548605561256409,0.6345449686050415,0.986744225025177
18,0.665890634059906,0.646894097328186,0.6272189617156982,0.9885006546974182
19,0.6700095534324646,0.6417403817176819,0.6272189617156982,0.9863501191139221
20,0.6706662178039551,0.6333194971084595,0.6300366520881653,0.9730124473571777
21,0.6845749616622925,0.6098463535308838,0.6331360936164856,0.9646909832954407
22,0.6860673427581787,0.5966549515724182,0.636517345905304,0.9584905505180359
23,0.6902459263801575,0.5948808789253235,0.6314454674720764,0.9630592465400696
24,0.6872612237930298,0.5814493298530579,0.6320090293884277,0.9627509713172913
25,0.6956781148910522,0.5750393867492676,0.6342631578445435,0.9597004652023315
26,0.6969913840293884,0.5784358978271484,0.6362355351448059,0.958955705165863
27,0.7008715271949768,0.5647091269493103,0.6300366520881653,0.973479151725769
28,0.7025429606437683,0.5665977597236633,0.6353902220726013,0.962165892124176
29,0.7092884182929993,0.5569756031036377,0.632290780544281,0.9560997486114502
