epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.28024980425834656,0.6081787347793579,1.9155184030532837,0.5527272820472717,0.7840152382850647,1.3963977098464966
1,0.2857142984867096,0.6667053699493408,1.4601434469223022,0.4854545593261719,0.7629231214523315,1.3705564737319946
2,0.3306010961532593,0.7117123007774353,1.372402548789978,0.4000000059604645,0.7001954913139343,1.47696852684021
3,0.34660422801971436,0.7121127843856812,1.3390913009643555,0.589090883731842,0.812595009803772,1.2451797723770142
4,0.3360655605792999,0.72261643409729,1.285658359527588,0.5454545617103577,0.7985905408859253,1.2570496797561646
5,0.44418424367904663,0.7669004201889038,1.2239339351654053,0.41999998688697815,0.7891334295272827,1.2353593111038208
6,0.3052302896976471,0.7159702777862549,1.3009908199310303,0.578181803226471,0.80933678150177,1.253639817237854
7,0.39929741621017456,0.7534408569335938,1.2189072370529175,0.5690909028053284,0.7807790040969849,1.3345363140106201
8,0.38329431414604187,0.7484177947044373,1.2195035219192505,0.3545454442501068,0.7390574812889099,1.3267172574996948
9,0.37978142499923706,0.759596049785614,1.178661584854126,0.40545454621315,0.7594273090362549,1.3020153045654297
