epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.24364233016967773,0.610340416431427,1.925223469734192,0.2442748099565506,0.6951208710670471,1.3503434658050537
1,0.3486464321613312,0.7243853211402893,1.4769822359085083,0.3320610821247101,0.7233389616012573,1.3207734823226929
2,0.3855619430541992,0.7541267275810242,1.25318443775177,0.40839695930480957,0.8100016117095947,1.1386874914169312
3,0.36751434206962585,0.7434905171394348,1.273161768913269,0.5267175436019897,0.8408254981040955,1.069888710975647
4,0.4085315763950348,0.7828363180160522,1.1834694147109985,0.42748090624809265,0.7849920988082886,1.2012680768966675
5,0.4716981053352356,0.8100998997688293,1.1523668766021729,0.13740457594394684,0.6226254105567932,1.6540731191635132
6,0.43314191699028015,0.7919140458106995,1.1823941469192505,0.36259540915489197,0.7662140727043152,1.2278079986572266
7,0.42739951610565186,0.7809715270996094,1.2231179475784302,0.33969464898109436,0.774290144443512,1.180643916130066
8,0.4495488107204437,0.8122313022613525,1.054337739944458,0.5763359069824219,0.8559852242469788,1.0526320934295654
9,0.4766201674938202,0.8186802268028259,1.0247870683670044,0.49236640334129333,0.8209020495414734,1.1321765184402466
