epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.3017174005508423,0.6524500846862793,1.5787293910980225,0.34727272391319275,0.7353806495666504,1.378963589668274
1,0.3715847134590149,0.7312700748443604,1.3270825147628784,0.294545441865921,0.7202376127243042,1.3361406326293945
2,0.38407495617866516,0.7400514483451843,1.2604717016220093,0.2309090942144394,0.6275004148483276,1.5706912279129028
3,0.3708040714263916,0.7414088845252991,1.2143363952636719,0.6709091067314148,0.8534723520278931,1.0710711479187012
4,0.4285714328289032,0.7701256275177002,1.162970781326294,0.6090909242630005,0.8193905353546143,1.1975523233413696
5,0.44769710302352905,0.7839974164962769,1.1091811656951904,0.6036363840103149,0.8477218747138977,1.1028193235397339
6,0.42544886469841003,0.7752385139465332,1.1513360738754272,0.4509090781211853,0.7663446068763733,1.3168073892593384
7,0.42388758063316345,0.7823494076728821,1.0972942113876343,0.5618181824684143,0.8407995700836182,1.1363548040390015
8,0.48321622610092163,0.8103454113006592,1.0571774244308472,0.2800000011920929,0.6971421241760254,1.4332140684127808
9,0.4344262182712555,0.7898417115211487,1.0021053552627563,0.6381818056106567,0.8747471570968628,0.9914050102233887
