epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.24434036016464233,0.6087531447410583,1.9309941530227661,0.12909090518951416,0.570838451385498,1.6441246271133423
1,0.25565963983535767,0.6511221528053284,1.432159662246704,0.4545454680919647,0.769559919834137,1.3196918964385986
2,0.32864949107170105,0.7103070616722107,1.39581298828125,0.28727272152900696,0.6356652975082397,1.6036109924316406
3,0.3598750829696655,0.7190719842910767,1.2923918962478638,0.5600000023841858,0.7960913181304932,1.2733848094940186
4,0.35402029752731323,0.7393534183502197,1.2472740411758423,0.4127272665500641,0.7438392639160156,1.346674919128418
5,0.36612021923065186,0.7501245737075806,1.1343787908554077,0.17818181216716766,0.6370731592178345,1.5999362468719482
6,0.3427010178565979,0.7165046334266663,1.2472481727600098,0.5127272605895996,0.8118434548377991,1.2001618146896362
7,0.4074941575527191,0.7639621496200562,1.1791105270385742,0.5290908813476562,0.8031731843948364,1.2454264163970947
8,0.39149102568626404,0.7608821988105774,1.1020880937576294,0.4272727370262146,0.7799045443534851,1.2638511657714844
9,0.45199063420295715,0.7827566862106323,1.0460824966430664,0.48363634943962097,0.7845343947410583,1.2750954627990723
